Sygnatura czasowa;Polityka RODO: ;Jestem: ;Sta¿ pracy: ;Szko³a:;Co jest prawd¹ o emocjach?;Z psychologicznego punktu widzenia emocje:;Co mo¿e pomóc w KONSTRUKTYWNYM ukojeniu nieprzyjemnych emocji? ;Jak wykonuje siê poprawny oddech przeponowy?;Co jest sposobem na zmniejszenie podatnoœci na odczuwanie nieprzyjemnych stanów emocjonalnych?;Czy forma przekazywania treœci podczas spotkania by³a dla Pani/Pana odpowiednia?;Jeœli nie, co nale¿a³oby zmieniæ?;Czy treœci przekazywane by³y w sposób zrozumia³y?;Czy æwiczenia realizowane w trakcie szkolenia pozwala³y na praktyczne wykorzystywanie zdobytej wiedzy? ;Czy prowadz¹cy zachêca³ do interakcji? Dawa³ mo¿liwoœæ zadawania pytañ i dyskusji? ;Czy udzia³ w szkoleniu pozwoli³ Pani/Panu na zdobycie lub uporz¹dkowanie wiedzy? ;Dziêki spotkaniu lepiej rozumiem to, co siê ze mn¹ dzieje.;Dziêki wiedzy zdobytej na szkoleniu jestem lepiej przygotowana/y na zauwa¿enie swoich emocji i zaopiekowania siê nimi.;Jakie treœci przekazane w ramach spotkania bêd¹ dla Pani/Pana najbardziej przydatne? Dlaczego?;Czy spotkanie zmieni³o sposób postrzegania przez Pani¹/Pana pewnych zagadnieñ? Jakich?;Czy jest Pani/Pan w stanie wskazaæ treœci, które uwa¿a Pani/Pan za zbêdne w agendzie szkolenia? Jakie?;Czy w Pani/Pana odczuciu w agendzie spotkania zabrak³o jakichœ istotnych treœci? Jakich?;Ogólna ocena spotkania ;Czy ma Pani/Pan dodatkowe uwagi dotycz¹ce szkolenia?
10.23.2025 18:31:26;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkolno-Przedszkolny w Zawoni;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;wszystko;tak;nie;nie;10;nie
10.23.2025 18:32:07;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkolno-Przedszkolny w Zawoni;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Metody oddechu.;Jak wa¿ne s¹ emocje.;Nie;Nie;10;Nie
10.23.2025 18:32:09;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkolno-Przedszkolny w Zawoni;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;æwiczenia;tak;tak;nie;10;mobing  w szkole
10.23.2025 18:32:51;Akceptujê;nauczycielem;1-5 lat;Zespó³ Szkolno-Przedszkolny w Zawoni;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;4;4;Æwiczenia praktyczne;nie;nie;nie;8;nie
10.23.2025 18:33:00;Akceptujê;nauczycielem;16-20 lat;Zespó³ Szkolno-Przedszkolny w Zawoni;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;jak dbac o sama siebie, aby byc lepszym dla swiata;owszem;nie;nie;9;brak
10.23.2025 18:33:52;Akceptujê;nauczycielem;1-5 lat;Zespó³ Szkolno-Przedszkolny w Zawoni;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;4;4;Sposoby i techniki radzenia sobie w sytuacjach odczuwania negatywnych emocji.;tak, wa¿noœci samoœwiadomoœci emocji;nie;nie zabrak³o;10;brak uwag
10.23.2025 18:34:09;Akceptujê;pedagogiem;11-15 lat;Zespó³ Szkolno-Przedszkolny w Zawoni;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;Nic;Zdecydowanie tak;Zdecydowanie tak;Tak;Raczej tak;5;5;Emocje;-;-;Nie;8;Nie
10.23.2025 18:42:38;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkolno-Przedszkolny w Zawoni;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;Forma szkolenia by³a dla mnie odpowiednia.;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Treœci dotycz¹ce radzenia sobie z emocjami w pracy z uczniami trudnymi.;Zagadnieñ dotycz¹cych æwiczeñ oddechowych.;Wszystkie treœci by³y dla mnie wa¿ne.;Nie zabrak³o.;10;Nie mam uwag.
10.23.2025 18:56:06;Akceptujê;nauczycielem;11-15 lat;Zespó³ Szkolno-Przedszkolny w Zawoni;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Jak sobie radziæ ;Z radzeniem sobie ;Nie;Nie ;8;Nie 
10.24.2025 9:59:38;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkolno-Przedszkolny w Zawoni;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;æwiczenia;tak;tak, jak radziæ sobie z w³asnymi emocjami, zmys³y i æwiczenia;jak radziæ sobie z mobbingiem w szkole? atmosfera i wspó³praca nauczycieli w szkole.;10;nie
10.24.2025 16:23:48;Akceptujê;nauczycielem;11-15 lat;Zespó³ Szkolno-Przedszkolny w Zawoni;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Zdecydowanie tak;4;4;Wskazywanie odpowiednich technik, sposobów radzenie sobie z emocjami.;Zwróci³am uwagê na w³asn¹ emocjonalnoœæ.;brak;brak;9;brak uwag
10.24.2025 23:40:25;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkolno-Przedszkolny w Zawoni;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Zdecydowanie tak;Tak;Zdecydowanie tak;4;4;Najbardziej przydatne okaza³y siê treœci dotycz¹ce rozpoznawania wczesnych objawów stresu oraz praktyczne techniki radzenia sobie z napiêciem emocjonalnym – zw³aszcza æwiczenia oddechowe i krótkie metody relaksacyjne mo¿liwe do zastosowania w codziennej pracy nauczyciela. Dziêki nim ³atwiej bêdzie mi zachowaæ równowagê psychiczn¹ w trudnych sytuacjach zawodowych i lepiej dbaæ o w³asny dobrostan.;Tak, spotkanie sk³oni³o mnie do innego spojrzenia na znaczenie dbania o w³asne emocje w pracy nauczyciela. Uœwiadomi³em sobie, ¿e troska o dobrostan psychiczny nie jest oznak¹ s³aboœci, lecz warunkiem skutecznego dzia³ania i budowania dobrej relacji z uczniami. Zrozumia³em te¿, jak wa¿ne jest œwiadome roz³adowywanie napiêcia i wprowadzanie krótkich chwil spokoju w codziennym rytmie pracy.;Nie, wszystkie poruszane treœci uzna³em za wartoœciowe i spójne z tematem szkolenia. Ka¿dy z omawianych w¹tków wnosi³ coœ istotnego do zrozumienia mechanizmów stresu i sposobów radzenia sobie z emocjami w pracy nauczyciela;Szkolenie by³o wartoœciowe, jednak mo¿na by³oby jeszcze szerzej omówiæ temat praktycznych sposobów radzenia sobie ze stresem w konkretnych sytuacjach szkolnych, np. podczas konfliktów z uczniami lub w kontaktach z rodzicami. Dodatkowe przyk³ady i krótkie æwiczenia scenariuszowe mog³yby jeszcze bardziej uatrakcyjniæ zajêcia i u³atwiæ zastosowanie poznanych technik w praktyce.;9;Szkolenie by³o bardzo dobrze przygotowane i poprowadzone w sposób anga¿uj¹cy. Przyjazna atmosfera sprzyja³a otwartoœci i refleksji. Cenne by³y zarówno treœci merytoryczne, jak i praktyczne æwiczenia pomagaj¹ce lepiej zrozumieæ w³asne reakcje emocjonalne.
10.28.2025 18:24:25;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ Ekonomiczno-Handlowych im. Komisji Edukacji Narodowej w ¯ninie;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie nie;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Æwiczenia oddechowe;Tak;Nie;nie;10;Nie
10.28.2025 18:26:38;Akceptujê;pedagogiem;21 lat i wiêcej;Zespó³ Szkó³ Ekonomiczno-Handlowych im. Komisji Edukacji Narodowej w ¯ninie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Æwiczenia relaksacyjne.;Trzeba dbaæ o siebie tak samo, jak o innych.;Nie by³o takich. ;Nie by³o takich. ;10;Brak uwag.
10.28.2025 18:26:48;Akceptujê;nauczycielem;1-5 lat;Zespó³ Szkó³ Ekonomiczno-Handlowych im. Komisji Edukacji Narodowej w ¯ninie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Sposoby radzenia sobie z emocjami mo¿liwe do wykorzystania podczas pracy w szkole;Nowe spojrzenie na emocje jak na wodê;brak;nie;10;brak
10.29.2025 11:34:16;Akceptujê;pedagogiem;16-20 lat;Zespó³ Szkó³ Przyrodniczych i Bran¿owych w G³ogowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;5;5;wszystkie;podejœcie;nie;nie wiem;10;brak
10.29.2025 11:36:34;Akceptujê;nauczycielem;1-5 lat;Zespó³ Szkó³ Przyrodniczych i Bran¿owych w G³ogowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;dobrostan;tak;nie;realnych rozwi¹zañ;8;nie
10.29.2025 12:08:03;Akceptujê;psychologiem;1-5 lat;Zespó³ Szkó³ Przyrodniczych i Bran¿owych w G³ogowie;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;Wszystkie treœci zwi¹zane z stresem, poniewa¿ by³y przekazywany w jasny i klarowny sposób. ;Nie zmieni³o sposobu postrzegania;wszystkie treœci by³y w³aœciwe;Nie ;9;nie
11.3.2025 18:19:25;Akceptujê;Pomoc nauczyciela ;mniej ni¿ rok;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;1;1;Techniki oddechowe. Mo¿na ich u¿ywaæ wszêdzie.;Zauwa¿ania swoich emocji w trudnych sytuacjach ;Brak;-;9;-
11.3.2025 18:19:52;Akceptujê;nauczycielem;1-5 lat;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;wszystko;nie;nie;nie;10;nie
11.3.2025 18:20:06;Akceptujê;nauczycielem;1-5 lat;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Æwiczenia praktyczne;Nie zmieni³o, bardziej uporz¹dkowa³o i rozszerzy³o;Nie;Nie;10;Nie
11.3.2025 18:20:46;Akceptujê;nauczycielem;1-5 lat;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech i wydech odbywaj¹ siê przez nos.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Zdecydowanie tak;4;5;Æwiczenia techniki oddechowe;Zakotwiczenie sie tu i teraz;Nie ma w mojej ocenie takich;Nie mam zdania ;9;Nie mam
11.3.2025 18:23:53;Akceptujê;dyrektorem/wicedyrektorem;1-5 lat;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Dbanie o dobrostan ;Treœci byly mi znane ;Nie bylo takich ;Nie ;9;Nie 
11.3.2025 18:24:50;Akceptujê;nauczyciel wspomagaj¹cym;1-5 lat;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;-;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Praktyczne æwiczenia, techniki oddechowe jak radziæ sobie w stresowych sytuacjach.;-;-;-;10;-
11.3.2025 18:24:52;Akceptujê;pedagogiem;mniej ni¿ rok;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Æwiczenia;Tak;Nie;Nie;10;Nie
11.3.2025 18:25:06;Akceptujê;nauczycielem;21 lat i wiêcej;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Sposoby radzenia sobie ze stresem.;Metody wyciszania organizmu, który jest w du¿ych emocjach.;Wszystkie by³y przydatne.;Nie, spotkanie by³o bardzo ciekawe.;9;Nie mam
11.3.2025 18:26:08;Akceptujê;nauczycielem wspó³organizuj¹cym, rewalidatorem i terapeut¹ rêki;1-5 lat;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech i wydech odbywaj¹ siê przez nos.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;moim zdaniem nic :);Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Treœci dotycz¹ce uwa¿nego podchodzenia do swoich uczuæ, stanów, zauwa¿ania ich i zaopiekowania siê nimi - bêdê dalej pracowaæ z tym spojrzeniem. Uosabiaæ je i przekazywaæ uczniom i bliskim osob¹.;Utwierdzi³o mnie w swoich przekonaniach, które s¹ to¿same z treœciami poruszanymi na spotkaniu.;nie ma takich;niczego nie zabrak³o;10;Nie mam :)
11.3.2025 18:31:18;Akceptujê;nauczycielem;1-5 lat;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech i wydech odbywaj¹ siê przez nos.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;Nie;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;4;5;Praktyczne sposoby radzenia sobie w sytuacjach stresowych.;Myœlê, ¿e nie. Spotkanie pomog³o odœwie¿yæ moj¹ wiedzê.;Nie ;Nie;10;nie mam
11.3.2025 18:31:20;Akceptujê;nauczycielem wspó³organizuj¹cym proces kszta³cenia/pedagogiem specjalnym;mniej ni¿ rok;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech i wydech odbywaj¹ siê przez nos.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;4;4;Radzenie sobie z emocjami, æwiczenia relaksacyjne (przemycie oczu i koœci policzkowych zimn¹ wod¹, wykonanie æwiczeñ mo¿liwych w danej chwili np. skakania na jednej nodze, chodzenia po schodach przez 2 minuty). Bardzo wa¿na jest te¿ dla mnie odpowiednia pozycja mojego cia³a, która zaopiekowana z pewnoœci¹ u³atwi mi spokojniejszy sen i zapobiegnie napiêciu w ciele.;Tak, pokaza³o mi jak mogê sobie pomóc w odzyskaniu równowagi, a tak¿e uœwiadomi³o mi jak wa¿ne jest dzia³anie tu i teraz aby zadbaæ o mój dobrostan. Wiem, ¿e moi uczniowie reguluj¹ siê ode mnie, dlatego muszê byæ w dobrej formie id¹c do nich.;Wszystko dla mnie by³o wa¿ne.;Nie s¹dzê.;10;Bardzo dziêkujê za œwietnie przeprowadzone szkolenie.
11.3.2025 18:33:14;Akceptujê;nauczycielem;16-20 lat;Niepubliczna Szko³a Podstawowa Perpetum Mobile  w Bydgoszczy;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;Nie mam uwag;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Dziêki wiedzy zdobytej na szkoleniu jestem lepiej przygotowana/y na zauwa¿enie swoich emocji i zaopiekowania siê nimi.;Tak, przypomnia³o mi jak wa¿ne s¹ æwiczenia mindfulness, gleboki oddech, odpowiednia postawa ciala dla redukcji stres, leku i koncentracji  ;Nie wiem;Chyba wszystkie treœci by³y istotne i wszystko by³o jasno przekazane  a czy zabrak³o jakiœ istotnych informacji , nie wiem.;10;Nie
